Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Kilometers_Driven_Per_Year,Current_Age
832,Maruti Wagon R LXI Optional,Kolkata,2014,25000,First,20.51,998.0,67.04,5.0,20.89221804511278,2.75,False,True,True,2500.0,10
833,Hyundai i20 1.4 Asta Option,Bangalore,2017,43000,Second,22.54,1396.0,88.73,5.0,20.89221804511278,8.2,False,False,True,6142.857142857143,7
834,Volkswagen Polo GT TSI,Mumbai,2015,57022,First,17.21,1197.0,103.6,5.0,20.89221804511278,6.51,False,True,False,6335.777777777777,9
835,Ford Figo Diesel Titanium,Pune,2015,92000,First,20.0,1399.0,68.05,5.0,20.89221804511278,4.25,False,False,True,10222.222222222223,9
836,Maruti Swift ZXI,Coimbatore,2014,33372,Second,18.6,1197.0,85.8,5.0,20.89221804511278,6.21,False,True,True,3337.2,10
837,Hyundai Grand i10 CRDi Magna,Kochi,2016,52625,First,24.0,1120.0,70.0,5.0,20.89221804511278,4.58,False,False,True,6578.125,8
838,Mahindra Xylo H4,Chennai,2016,215000,First,14.02,2179.0,118.3,7.0,11.67,7.5,False,False,True,26875.0,8
840,Hyundai i10 Magna 1.1,Coimbatore,2014,60138,First,19.81,1086.0,68.05,5.0,20.89221804511278,4.09,False,True,True,6013.8,10
841,Skoda Octavia Elegance 2.0 TDI AT,Mumbai,2014,84000,First,19.3,1968.0,141.0,5.0,20.89221804511278,10.75,False,False,False,8400.0,10
842,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,2014,47000,First,15.97,2993.0,258.0,7.0,20.89221804511278,41.5,False,False,False,4700.0,10
843,Maruti Celerio VXI AT,Hyderabad,2014,33450,First,23.1,998.0,67.04,5.0,20.89221804511278,4.4,False,True,False,3345.0,10
844,Volkswagen Vento Diesel Comfortline,Jaipur,2013,125000,Second,20.54,1598.0,103.6,5.0,20.89221804511278,6.25,False,False,True,11363.636363636364,11
845,BMW 3 Series 320d Highline,Pune,2011,99606,Second,16.07,1995.0,181.0,5.0,20.89221804511278,10.5,False,False,False,7662.0,13
846,Maruti Ertiga ZDI,Mumbai,2014,64000,First,20.77,1248.0,88.8,7.0,20.89221804511278,7.25,False,False,True,6400.0,10
847,Ford Figo Diesel ZXI,Hyderabad,2013,51000,First,20.0,1399.0,68.05,5.0,20.89221804511278,3.2,False,False,True,4636.363636363636,11
848,Volkswagen Polo 1.2 MPI Highline,Mumbai,2014,57000,First,16.47,1198.0,74.0,5.0,20.89221804511278,3.95,False,True,True,5700.0,10
849,Audi A6 3.0 TDI quattro,Coimbatore,2009,48040,Second,16.77,2967.0,241.38,5.0,20.89221804511278,12.07,False,False,False,3202.6666666666665,15
850,Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43200,First,13.68,2393.0,147.8,7.0,25.52,18.6,False,False,True,6171.428571428572,7
851,Hyundai Verna 1.6 CRDi EX AT,Delhi,2013,66000,First,22.32,1582.0,126.3,5.0,20.89221804511278,5.7,False,False,False,6000.0,11
852,Hyundai Santro Xing GL Plus,Kolkata,2013,31000,First,17.92,1086.0,62.1,5.0,20.89221804511278,1.75,False,True,True,2818.181818181818,11
853,Audi A4 2.0 TDI,Delhi,2011,46000,Second,16.55,1968.0,147.51,5.0,20.89221804511278,10.99,False,False,False,3538.4615384615386,13
854,Audi A4 2.0 TDI,Kolkata,2012,47346,First,16.55,1968.0,147.51,5.0,20.89221804511278,14.5,False,False,False,3945.5,12
855,Skoda Laura 1.9 TDI MT Ambiente,Jaipur,2009,100000,First,17.0,1896.0,105.0,5.0,20.89221804511278,3.11,False,False,True,6666.666666666667,15
856,Honda CR-V 2.0L 2WD AT,Coimbatore,2015,63856,First,13.7,1997.0,153.86,5.0,20.89221804511278,13.96,False,True,False,7095.111111111111,9
857,Hyundai Verna 1.6 SX CRDi (O),Coimbatore,2015,72996,First,22.32,1582.0,126.32,5.0,20.89221804511278,7.11,False,False,True,8110.666666666667,9
858,Honda Mobilio RS i DTEC,Chennai,2014,23000,First,24.5,1498.0,98.6,7.0,20.89221804511278,6.9,False,False,True,2300.0,10
859,Hyundai i20 1.2 Asta Option,Coimbatore,2018,15985,First,18.6,1197.0,81.83,5.0,20.89221804511278,7.77,False,True,True,2664.1666666666665,6
860,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,2011,98000,Second,12.8,2494.0,102.0,8.0,20.89221804511278,5.5,False,False,True,7538.461538461538,13
861,Hyundai i20 Magna 1.2,Hyderabad,2014,70089,First,18.6,1197.0,81.83,5.0,20.89221804511278,5.35,False,True,True,7008.9,10
862,Mahindra Bolero VLX BS IV,Chennai,2011,99000,Second,13.6,2523.0,63.0,7.0,20.89221804511278,4.5,False,False,True,7615.384615384615,13
863,Volkswagen Vento 1.5 TDI Comfortline,Jaipur,2014,72000,First,20.34,1498.0,103.2,5.0,20.89221804511278,4.75,False,False,True,7200.0,10
864,Jaguar XF 2.2 Litre Luxury,Coimbatore,2015,44194,First,16.36,2179.0,187.7,5.0,20.89221804511278,32.8,False,False,False,4910.444444444444,9
865,Maruti Zen LXi - BS III,Mumbai,2005,102000,First,17.3,993.0,60.0,5.0,20.89221804511278,0.7,False,True,True,5368.421052631579,19
866,Mercedes-Benz E-Class Facelift,Coimbatore,2018,56652,First,13.0,2987.0,258.0,5.0,20.89221804511278,50.29,False,False,False,9442.0,6
867,Toyota Fortuner 3.0 Diesel,Mumbai,2010,41650,Second,11.5,2982.0,171.0,7.0,20.89221804511278,10.99,False,False,True,2975.0,14
868,Hyundai Grand i10 AT Asta,Coimbatore,2015,61717,First,18.9,1197.0,82.0,5.0,20.89221804511278,5.57,False,True,False,6857.444444444444,9
869,Hyundai Xcent 1.2 CRDi S,Jaipur,2018,25302,First,25.4,1186.0,73.97,5.0,8.56,5.9,False,False,True,4217.0,6
870,Hyundai Creta 1.6 VTVT S,Coimbatore,2016,47016,First,15.29,1591.0,121.3,5.0,20.89221804511278,9.43,False,True,True,5877.0,8
871,Hyundai i10 Sportz,Bangalore,2010,69000,First,20.36,1197.0,78.9,5.0,20.89221804511278,2.9,False,True,True,4928.571428571428,14
872,Honda Brio S MT,Delhi,2016,32700,First,19.4,1198.0,86.8,5.0,20.89221804511278,3.68,False,True,True,4087.5,8
873,Toyota Fortuner 4x2 AT,Coimbatore,2015,101337,First,12.55,2982.0,168.5,7.0,20.89221804511278,21.67,False,False,False,11259.666666666666,9
874,Audi A4 2.0 TDI Multitronic,Ahmedabad,2011,59000,First,16.55,1968.0,140.0,5.0,20.89221804511278,12.5,False,False,False,4538.461538461538,13
875,Toyota Innova Crysta 2.8 ZX AT,Kochi,2018,41736,First,11.36,2755.0,171.5,7.0,27.0,19.92,False,False,False,6956.0,6
876,Honda City i DTEC VX,Jaipur,2014,71649,First,25.1,1498.0,98.6,5.0,20.89221804511278,6.75,False,False,True,7164.9,10
877,Honda City i DTEC VX,Kochi,2015,80606,First,25.1,1498.0,98.6,5.0,20.89221804511278,6.96,False,False,True,8956.222222222223,9
878,Renault KWID 1.0 RXT Optional,Jaipur,2017,63262,First,21.7,999.0,67.0,5.0,4.78,3.25,False,True,True,9037.42857142857,7
879,Maruti Swift DDiS ZDI Plus,Hyderabad,2018,5456,First,28.4,1248.0,74.0,5.0,20.89221804511278,8.65,False,False,True,909.3333333333334,6
880,Maruti Celerio VXI Optional AMT,Pune,2017,7500,First,23.1,998.0,67.04,5.0,6.14,5.0,False,True,False,1071.4285714285713,7
881,Mahindra XUV500 W8 2WD,Delhi,2011,66000,First,15.1,2179.0,140.0,7.0,20.89221804511278,5.5,False,False,True,5076.923076923077,13
882,Hyundai i10 Magna,Jaipur,2010,66770,Second,20.36,1197.0,78.9,5.0,20.89221804511278,2.6,False,True,True,4769.285714285715,14
883,Hyundai i10 Magna 1.1,Kochi,2014,58472,First,19.81,1086.0,68.05,5.0,20.89221804511278,3.41,False,True,True,5847.2,10
884,Maruti Dzire VXI,Kolkata,2011,46687,First,22.0,1197.0,81.8,5.0,7.3,2.7,False,True,True,3591.3076923076924,13
885,Maruti Grand Vitara AT,Chennai,2008,77000,Fourth & Above,9.7,1995.0,163.5,5.0,20.89221804511278,5.5,False,True,False,4812.5,16
886,Audi TT 40 TFSI,Kolkata,2012,7000,First,14.33,1984.0,226.6,4.0,20.89221804511278,35.0,False,True,False,583.3333333333334,12
887,Mercedes-Benz New C-Class C 200 CGI,Mumbai,2011,48000,Second,14.74,1991.0,184.0,5.0,20.89221804511278,9.75,False,True,False,3692.3076923076924,13
888,Nissan Sunny 2011-2014 Diesel XV,Mumbai,2013,47000,First,21.64,1461.0,84.8,5.0,20.89221804511278,4.25,False,False,True,4272.727272727273,11
889,Maruti Wagon R LXI,Ahmedabad,2015,51530,First,18.9,998.0,67.1,5.0,20.89221804511278,3.2,False,True,True,5725.555555555556,9
890,Maruti Swift Dzire ZDI,Bangalore,2014,25789,Second,23.4,1248.0,74.0,5.0,20.89221804511278,6.85,False,False,True,2578.9,10
891,Honda Amaze S i-Dtech,Delhi,2015,48000,First,25.8,1498.0,98.6,5.0,20.89221804511278,4.5,False,False,True,5333.333333333333,9
892,Maruti Swift ZDI,Delhi,2012,52000,First,28.4,1248.0,74.0,5.0,20.89221804511278,3.55,False,False,True,4333.333333333333,12
894,Mahindra Scorpio LX 2.6 Turbo,Hyderabad,2008,131000,First,10.5,2609.0,120.0,7.0,20.89221804511278,3.6,False,False,True,8187.5,16
895,Mercedes-Benz E-Class E250 CDI Avantgrade,Kochi,2015,42076,First,13.0,2143.0,201.1,5.0,20.89221804511278,21.8,False,False,False,4675.111111111111,9
896,Toyota Fortuner 4x2 Manual,Mumbai,2012,76000,Second,13.0,2982.0,168.5,7.0,20.89221804511278,13.5,False,False,True,6333.333333333333,12
897,Datsun redi-GO T Option,Bangalore,2016,20487,First,22.7,799.0,53.64,5.0,4.37,2.66,False,True,True,2560.875,8
898,Honda City V MT,Delhi,2010,43000,Second,16.8,1497.0,116.3,5.0,20.89221804511278,3.75,False,True,True,3071.4285714285716,14
899,Toyota Camry Hybrid,Pune,2018,17000,First,19.16,2494.0,158.2,5.0,20.89221804511278,32.0,False,True,False,2833.3333333333335,6
900,Honda City i DTec V,Coimbatore,2016,60805,First,26.0,1498.0,98.6,5.0,20.89221804511278,8.07,False,False,True,7600.625,8
901,Volkswagen Jetta 2012-2014 2.0L TDI Trendline,Kochi,2012,58775,First,19.33,1968.0,138.1,5.0,20.89221804511278,5.64,False,False,True,4897.916666666667,12
902,Audi A6 2011-2015 2.0 TDI,Hyderabad,2013,70181,First,17.68,1968.0,174.33,5.0,20.89221804511278,23.99,False,False,False,6380.090909090909,11
903,Maruti Ertiga VDI,Coimbatore,2016,85827,First,20.77,1248.0,88.76,7.0,20.89221804511278,7.5,False,False,True,10728.375,8
904,Mercedes-Benz New C-Class C 220 CDI Style,Jaipur,2016,58205,First,19.27,2143.0,167.62,5.0,20.89221804511278,27.0,False,False,False,7275.625,8
905,Maruti Swift Dzire Vdi BSIV,Mumbai,2008,91000,Second,19.3,1248.0,73.9,5.0,20.89221804511278,2.85,False,False,True,5687.5,16
906,Renault Duster 110PS Diesel RxZ Pack,Pune,2012,74000,First,19.01,1461.0,108.45,5.0,20.89221804511278,6.35,False,False,True,6166.666666666667,12
907,Maruti Ritz VDi,Hyderabad,2010,79324,First,21.1,1248.0,73.9,5.0,20.89221804511278,3.3,False,False,True,5666.0,14
908,Maruti Swift Dzire VXI,Bangalore,2013,38623,First,19.1,1197.0,85.8,5.0,20.89221804511278,5.0,False,True,True,3511.181818181818,11
909,Maruti Swift ZDi,Coimbatore,2014,59923,First,22.9,1248.0,74.0,5.0,20.89221804511278,6.46,False,False,True,5992.3,10
910,Hyundai EON Sportz,Jaipur,2017,23360,First,21.1,814.0,55.2,5.0,20.89221804511278,3.75,False,True,True,3337.1428571428573,7
911,Maruti Zen VXI BSII,Kochi,2003,61495,Third,17.3,993.0,60.0,5.0,20.89221804511278,1.52,False,True,True,2928.3333333333335,21
912,Maruti Eeco 7 Seater Standard,Coimbatore,2012,56661,First,15.1,1196.0,73.0,7.0,4.98,3.61,False,True,True,4721.75,12
913,Audi Q5 30 TDI quattro Premium,Coimbatore,2017,40318,First,14.16,1968.0,174.3,5.0,20.89221804511278,43.74,False,False,False,5759.714285714285,7
914,Audi Q3 2.0 TDI,Chennai,2014,60000,First,15.73,1968.0,174.33,5.0,20.89221804511278,20.0,False,False,False,6000.0,10
916,Maruti Swift Dzire VDi,Hyderabad,2010,130000,First,19.3,1248.0,73.9,5.0,20.89221804511278,3.65,False,False,True,9285.714285714286,14
917,Tata Sumo DX,Mumbai,2013,20000,First,14.07,1978.0,83.1,10.0,20.89221804511278,5.25,False,False,True,1818.1818181818182,11
918,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Hyderabad,2016,76000,First,15.97,2993.0,258.0,7.0,20.89221804511278,58.0,False,False,False,9500.0,8
919,Honda City i-VTEC CVT VX,Mumbai,2015,30000,First,18.0,1497.0,117.3,5.0,15.29,8.65,False,True,False,3333.3333333333335,9
920,Tata Indigo eCS eLX BS IV,Delhi,2015,150000,First,25.0,1396.0,69.01,5.0,20.89221804511278,2.5,False,False,True,16666.666666666668,9
921,Volkswagen Vento TSI,Chennai,2014,28000,First,16.93,1197.0,103.6,5.0,20.89221804511278,7.75,False,True,False,2800.0,10
922,Maruti Celerio VXI,Bangalore,2015,74000,First,23.1,998.0,67.04,5.0,20.89221804511278,4.15,False,True,True,8222.222222222223,9
923,Toyota Fortuner 3.0 Diesel,Delhi,2011,75000,First,11.5,2982.0,171.0,7.0,20.89221804511278,10.85,False,False,True,5769.2307692307695,13
924,Mitsubishi Outlander 2.4,Delhi,2010,76000,Second,11.3,2360.0,170.0,5.0,20.89221804511278,5.53,False,True,False,5428.571428571428,14
925,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Pune,2014,64889,First,15.5,1896.0,105.0,5.0,20.89221804511278,11.5,False,False,False,6488.9,10
927,Hyundai Creta 1.6 CRDi SX,Kolkata,2015,43000,First,19.67,1582.0,126.2,5.0,20.89221804511278,9.25,False,False,True,4777.777777777777,9
928,Skoda Fabia 1.2 MPI Ambiente Petrol,Pune,2011,47490,First,17.5,1198.0,75.0,5.0,20.89221804511278,2.29,False,True,True,3653.076923076923,13
929,Ford EcoSport 1.5 TDCi Titanium,Chennai,2015,80000,First,22.77,1498.0,98.59,5.0,20.89221804511278,7.0,False,False,True,8888.888888888889,9
930,Maruti Zen Estilo 1.1 LXI BSIII,Bangalore,2007,60000,Second,18.2,1061.0,64.0,5.0,20.89221804511278,1.65,False,True,True,3529.4117647058824,17
931,Maruti Ciaz 1.4 Delta,Ahmedabad,2017,6006,First,20.73,1373.0,91.1,5.0,20.89221804511278,8.25,False,True,True,858.0,7
932,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,71703,First,14.74,1991.0,181.03,5.0,20.89221804511278,9.14,False,True,False,5515.615384615385,13
933,Honda Amaze SX i-VTEC,Hyderabad,2016,33000,First,17.8,1198.0,86.7,5.0,20.89221804511278,6.5,False,True,True,4125.0,8
935,Renault Duster 85PS Diesel RxL,Jaipur,2015,91000,First,19.87,1461.0,83.8,5.0,20.89221804511278,5.75,False,False,True,10111.111111111111,9
937,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,43000,Second,16.47,1198.0,73.9,5.0,20.89221804511278,2.1,False,True,True,3307.6923076923076,13
938,Hyundai Creta 1.6 SX Plus Diesel,Coimbatore,2017,63770,First,19.67,1582.0,126.2,5.0,20.89221804511278,13.55,False,False,True,9110.0,7
939,Jaguar XF Diesel,Kolkata,2012,43510,First,14.74,2993.0,270.9,5.0,20.89221804511278,20.5,False,False,False,3625.8333333333335,12
940,Jeep Compass 2.0 Limited 4X4,Mumbai,2017,52000,First,16.3,1956.0,170.0,5.0,24.26,20.0,False,False,True,7428.571428571428,7
941,Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Kochi,2018,31427,First,15.68,1999.0,177.0,5.0,75.12,59.72,False,False,False,5237.833333333333,6
942,Maruti Baleno Alpha Diesel,Kolkata,2016,29000,First,27.39,1248.0,74.0,5.0,9.53,6.5,False,False,True,3625.0,8
943,Maruti Ciaz ZDi SHVS,Ahmedabad,2016,56000,First,28.09,1248.0,88.5,5.0,20.89221804511278,7.5,False,False,True,7000.0,8
944,Maruti SX4 Vxi BSIII,Jaipur,2007,76000,Second,15.0,1586.0,104.68,5.0,20.89221804511278,2.15,False,True,True,4470.588235294118,17
945,Hyundai Elantra CRDi SX,Coimbatore,2015,53615,First,22.7,1582.0,126.24,5.0,20.89221804511278,8.44,False,False,True,5957.222222222223,9
946,Mitsubishi Pajero Sport 4X4,Bangalore,2013,132000,First,13.5,2477.0,175.56,7.0,34.6,12.49,False,False,True,12000.0,11
947,Volkswagen Ameo 1.2 MPI Comfortline,Pune,2017,14800,First,17.0,1198.0,73.75,5.0,20.89221804511278,5.48,False,True,True,2114.285714285714,7
948,Maruti Ritz VXi,Hyderabad,2013,35433,First,18.5,1197.0,85.8,5.0,20.89221804511278,4.2,False,True,True,3221.181818181818,11
949,Hyundai Verna CRDi SX,Hyderabad,2013,82966,First,16.8,1493.0,110.0,5.0,20.89221804511278,7.2,False,False,True,7542.363636363636,11
950,Maruti Swift Dzire Tour LDI,Jaipur,2014,96000,First,23.4,1248.0,74.0,5.0,20.89221804511278,4.8,False,False,True,9600.0,10
951,Mahindra KUV 100 mFALCON D75 K6,Kochi,2017,39528,First,25.32,1198.0,77.0,6.0,20.89221804511278,5.83,False,False,True,5646.857142857143,7
952,Toyota Innova Crysta 2.4 ZX MT,Coimbatore,2018,92056,First,13.68,2393.0,147.8,7.0,26.45,18.39,False,False,True,15342.666666666666,6
953,Maruti Baleno Delta 1.2,Pune,2016,14930,First,21.4,1197.0,83.1,5.0,20.89221804511278,5.85,False,True,True,1866.25,8
954,Honda Jazz VX Diesel,Mumbai,2016,38000,First,27.3,1498.0,98.6,5.0,11.15,6.21,False,False,True,4750.0,8
955,Hyundai i20 1.2 Asta,Delhi,2013,71000,First,17.0,1197.0,80.0,5.0,20.89221804511278,3.65,False,True,True,6454.545454545455,11
956,Hyundai i20 Sportz Diesel,Delhi,2012,71000,First,23.0,1396.0,90.0,5.0,20.89221804511278,3.7,False,False,True,5916.666666666667,12
957,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Pune,2015,50000,First,19.27,2143.0,167.62,5.0,20.89221804511278,30.0,False,False,False,5555.555555555556,9
958,Hyundai Xcent 1.2 Kappa Base,Kochi,2016,48163,First,19.1,1197.0,82.0,5.0,20.89221804511278,4.85,False,True,True,6020.375,8
959,Hyundai Grand i10 AT Asta,Coimbatore,2017,19168,First,18.9,1197.0,82.0,5.0,20.89221804511278,6.93,False,True,False,2738.285714285714,7
960,Maruti Alto 800 VXI,Kolkata,2016,26000,First,22.74,796.0,47.3,5.0,20.89221804511278,2.6,False,True,True,3250.0,8
961,Chevrolet Sail Hatchback 1.2 LS,Kolkata,2014,37400,First,18.2,1199.0,82.5,5.0,20.89221804511278,1.89,False,True,True,3740.0,10
962,Mercedes-Benz C-Class Progressive C 220d,Mumbai,2018,8682,First,18.283619293712317,1950.0,194.0,5.0,52.26,39.5,False,False,False,1447.0,6
963,Skoda Superb Elegance 1.8 TSI AT,Mumbai,2012,95000,First,13.7,1798.0,157.75,5.0,20.89221804511278,10.0,False,True,False,7916.666666666667,12
964,Audi A4 2.0 TDI,Kolkata,2009,34000,First,16.55,1968.0,147.51,5.0,20.89221804511278,9.95,False,False,False,2266.6666666666665,15
965,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Mumbai,2014,95000,Second,12.8,2494.0,102.0,8.0,20.89221804511278,9.45,False,False,True,9500.0,10
966,Mercedes-Benz CLA 200 CDI Sport,Coimbatore,2017,13689,First,17.9,2143.0,136.0,5.0,20.89221804511278,28.25,False,False,False,1955.5714285714287,7
967,Hyundai i10 Era,Jaipur,2008,84000,Second,19.81,1086.0,68.05,5.0,20.89221804511278,1.8,False,True,True,5250.0,16
968,Maruti Swift Dzire VXi,Kolkata,2008,47000,Second,17.5,1298.0,85.8,5.0,20.89221804511278,1.4,False,True,True,2937.5,16
969,Skoda Rapid 1.5 TDI AT Ambition,Ahmedabad,2015,60001,First,21.66,1498.0,103.52,5.0,20.89221804511278,7.25,False,False,False,6666.777777777777,9
970,Maruti Ritz VDi,Hyderabad,2012,96000,First,21.1,1248.0,73.9,5.0,20.89221804511278,3.6,False,False,True,8000.0,12
971,Hyundai Accent GLS 1.6,Jaipur,2004,47300,Second,14.4,1599.0,94.0,5.0,20.89221804511278,1.2,False,True,True,2365.0,20
972,Honda Amaze SX i-VTEC,Coimbatore,2014,28246,Second,17.8,1198.0,86.7,5.0,20.89221804511278,4.94,False,True,True,2824.6,10
973,Maruti Wagon R LXI,Delhi,2007,65000,Second,18.9,998.0,67.1,5.0,20.89221804511278,1.25,False,True,True,3823.529411764706,17
974,Volkswagen Polo Diesel Comfortline 1.2L,Chennai,2013,68000,Second,22.07,1199.0,73.9,5.0,20.89221804511278,4.8,False,False,True,6181.818181818182,11
975,Ford Endeavour 2.2 Trend AT 4X2,Kochi,2019,11209,First,12.62,2198.0,158.0,7.0,20.89221804511278,31.15,False,False,False,2241.8,5
976,Hyundai i20 1.2 Sportz,Pune,2011,41980,Second,17.0,1197.0,80.0,5.0,20.89221804511278,3.3,False,True,True,3229.230769230769,13
977,Chevrolet Beat Diesel PS,Bangalore,2012,65000,First,25.44,936.0,57.6,5.0,20.89221804511278,2.4,False,False,True,5416.666666666667,12
978,Honda Civic 2010-2013 1.8 V MT,Kolkata,2010,38000,First,14.8,1799.0,130.2,5.0,20.89221804511278,2.0,False,True,True,2714.285714285714,14
979,Maruti Wagon R VXI BS IV,Pune,2014,51000,First,20.51,998.0,67.04,5.0,20.89221804511278,3.1,False,True,True,5100.0,10
980,Skoda Rapid 1.6 MPI Ambition Plus,Kochi,2014,33855,First,15.0,1598.0,103.6,5.0,20.89221804511278,5.09,False,True,True,3385.5,10
981,Maruti Baleno Vxi - BSIII,Pune,2006,146000,Second,15.4,1590.0,94.0,5.0,20.89221804511278,1.05,False,True,True,8111.111111111111,18
982,Ford EcoSport 1.5 TDCi Titanium,Bangalore,2015,47037,Second,22.77,1498.0,98.59,5.0,20.89221804511278,7.0,False,False,True,5226.333333333333,9
983,Hyundai Accent GLE,Ahmedabad,2010,58000,Second,13.2,1495.0,94.0,5.0,20.89221804511278,2.5,False,True,True,4142.857142857143,14
984,BMW 5 Series 520d Luxury Line,Mumbai,2012,61240,First,22.48,1995.0,190.0,5.0,70.43,17.5,False,False,False,5103.333333333333,12
985,Maruti Alto K10 2010-2014 VXI,Chennai,2011,91211,First,20.92,998.0,67.1,5.0,20.89221804511278,2.1,False,True,True,7016.2307692307695,13
986,Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Bangalore,2013,84000,First,15.73,1968.0,174.33,5.0,20.89221804511278,17.75,False,False,False,7636.363636363636,11
988,Toyota Corolla H4,Bangalore,2005,67000,Second,11.3,1794.0,125.0,5.0,20.89221804511278,2.45,False,True,False,3526.315789473684,19
989,Volvo XC60 D5,Pune,2011,106976,First,13.5,2400.0,215.0,5.0,20.89221804511278,13.8,False,False,False,8228.923076923076,13
990,Honda Jazz 1.5 VX i DTEC,Kolkata,2016,27210,First,27.3,1498.0,98.6,5.0,20.89221804511278,5.85,False,False,True,3401.25,8
991,Maruti Ciaz 1.3 Alpha,Delhi,2017,26322,First,28.09,1248.0,88.5,5.0,20.89221804511278,8.9,False,False,True,3760.285714285714,7
992,Maruti Swift VXI BSIV,Mumbai,2016,9107,First,20.4,1197.0,81.8,5.0,20.89221804511278,5.15,False,True,True,1138.375,8
993,Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,63983,First,19.27,2143.0,170.0,5.0,20.89221804511278,16.56,False,False,False,7109.222222222223,9
994,Maruti Wagon R VXI Minor,Chennai,2010,134000,Second,18.9,1061.0,67.0,5.0,20.89221804511278,1.65,False,True,True,9571.42857142857,14
995,Mercedes-Benz A Class A180 Sport,Pune,2015,11000,First,15.5,1595.0,120.7,5.0,20.89221804511278,16.0,False,True,False,1222.2222222222222,9
996,Hyundai Santro Xing GL,Pune,2008,93000,First,18.283619293712317,1086.0,62.0,5.0,20.89221804511278,1.45,False,True,True,5812.5,16
997,Maruti Swift Dzire AMT ZDI,Coimbatore,2017,24852,First,26.59,1248.0,74.0,5.0,20.89221804511278,8.08,False,False,False,3550.285714285714,7
